title,url
第一章 重生蚊子，这开局咋玩？,https://www.xzmncy.com/list/58017/28052166.html
第二章 吸口血，意外和重生女帝签订血契？,https://www.xzmncy.com/list/58017/28052173.html
第三章 堂堂女帝重生，要和一只蚊子同生共死了？,https://www.xzmncy.com/list/58017/28052183.html
第四章 气血破1！第一次进化开始！,https://www.xzmncy.com/list/58017/28052192.html
第五章 进化成功！口器升级！,https://www.xzmncy.com/list/58017/28052198.html
第六章 顾月曦想要转到御兽科,https://www.xzmncy.com/list/58017/28052208.html
第七章 这就是御兽班？好像都是移动血包啊！,https://www.xzmncy.com/list/58017/28052213.html
第八章 校花的爱慕者？哥们你看人真准！,https://www.xzmncy.com/list/58017/28052221.html
第九章 女帝惊讶，这蚊子怎么感觉变强了？,https://www.xzmncy.com/list/58017/28052230.html
第十章 女帝别吃独食啊！灵青蛇的精血给我也来一口！,https://www.xzmncy.com/list/58017/28052237.html
第十一章 技能可以升级了？,https://www.xzmncy.com/list/58017/28052245.html
第十二章 虫族空间升级，开始大征兵！！,https://www.xzmncy.com/list/58017/28052253.html
第十三章 中级血脉的风刃狼？吸一口！,https://www.xzmncy.com/list/58017/28052261.html
第十四章 可以第二次进化了！,https://www.xzmncy.com/list/58017/28052269.html
第十五章 女帝震惊，怎么两天又进化了？！,https://www.xzmncy.com/list/58017/28052277.html
第十六章 一晚吸干灵青蛇尸体，女帝傻了！,https://www.xzmncy.com/list/58017/28052284.html
第十七章 五十气血！野兽的水平，这叫蚊子？,https://www.xzmncy.com/list/58017/28052290.html
第十八章 陈昊等人的震惊，这他妈是蚊子？！,https://www.xzmncy.com/list/58017/28052298.html
第十九章 女帝懵了，它还能召唤昆虫？！,https://www.xzmncy.com/list/58017/28052306.html
第二十章 蚊子配合女帝！拿下十五杀！,https://www.xzmncy.com/list/58017/28052315.html
第二十一章 陈昊等人的震惊，能团灭铁皮猪群，肯定是精锐小队干的！,https://www.xzmncy.com/list/58017/28052321.html
第二十二章 顾月曦的杀意。,https://www.xzmncy.com/list/58017/28052330.html
第二十三章 杀！全杀了！,https://www.xzmncy.com/list/58017/28052338.html
第二十四章 震动！难产的八品妖兽！,https://www.xzmncy.com/list/58017/28052346.html
第二十五章 我的很*！女帝忍一下！,https://www.xzmncy.com/list/58017/28052356.html
第二十六章 发现三只高级血脉幼崽！,https://www.xzmncy.com/list/58017/28052367.html
第二十七章 到嘴的机缘要被夺走了？楚生：别慌！我有办法！,https://www.xzmncy.com/list/58017/28052373.html
第二十八章 楚生的计划，引动兽潮？,https://www.xzmncy.com/list/58017/28052383.html
第二十九章 一人一蚊默契配合，成功潜入！,https://www.xzmncy.com/list/58017/28052393.html
第三十章 螳螂捕蝉，蚊子在后！,https://www.xzmncy.com/list/58017/28052399.html
第三十一章 顺利逃生，准备回学校躲躲！,https://www.xzmncy.com/list/58017/28052410.html
第三十二章 惊蛰公会的人这么快就来了？！,https://www.xzmncy.com/list/58017/28052416.html
第三十三章 唯一的活路，转学申请？,https://www.xzmncy.com/list/58017/28052424.html
第三十四章 第三次进化开始！,https://www.xzmncy.com/list/58017/28052431.html
第三十五章 进化完成！三个技能大升级！,https://www.xzmncy.com/list/58017/28052439.html
第三十六章 妖兽的灵智评级？,https://www.xzmncy.com/list/58017/28052449.html
第三十七章 女帝测试气血，震惊全场！,https://www.xzmncy.com/list/58017/28052456.html
第三十八章 你的契约兽灵智高？看看我的蚊子！,https://www.xzmncy.com/list/58017/28052464.html
第三十九章 帝级血脉才可能有的灵智，在一只蚊子身上？,https://www.xzmncy.com/list/58017/28052471.html
第四十章 多次测试！结果不变！真是极品灵智！,https://www.xzmncy.com/list/58017/28052478.html
第四十一章 展示个智商，就被城主府保护了？,https://www.xzmncy.com/list/58017/28052486.html
第四十二章 转学申请不会取消，你们学校，不配！,https://www.xzmncy.com/list/58017/28052495.html
第四十三章 女帝的新目标！,https://www.xzmncy.com/list/58017/28052503.html
第四十四章 吸吸吸！气血破四百！一品巅峰！！,https://www.xzmncy.com/list/58017/28052511.html
第四十五章 省府领导和惊蛰公会的人都来了？,https://www.xzmncy.com/list/58017/28052518.html
第四十六章 刚进入秘境，就被人用精神力锁定了？,https://www.xzmncy.com/list/58017/28052523.html
第四十七章 精神念师，实质化的精神力！,https://www.xzmncy.com/list/58017/28052532.html
第四十八章 女帝又看傻了，它连精神力都能吸？,https://www.xzmncy.com/list/58017/28052540.html
第四十九章 蕴神晶？这玩意儿我能吸吗？,https://www.xzmncy.com/list/58017/28052547.html
第五十章 一人一蚊老阴比组合，又要黄雀在后了？,https://www.xzmncy.com/list/58017/28052555.html
第五十一章 谁是螳螂？谁是黄雀？,https://www.xzmncy.com/list/58017/28052563.html
第五十二章 不好意思，你们是螳螂和麻雀，我们是猎人！,https://www.xzmncy.com/list/58017/28052569.html
第五十三章 疯了？留一只蚊子对付一品巅峰的武者？,https://www.xzmncy.com/list/58017/28052579.html
第五十四章 想不到吧？爷会飞！打不着！,https://www.xzmncy.com/list/58017/28052585.html
第五十五章 吸龟血！即将破五百气血！,https://www.xzmncy.com/list/58017/28052593.html
第五十六章 气血破二品！反超女帝！！,https://www.xzmncy.com/list/58017/28052600.html
第五十七章 吸蕴神晶！精神力直接超过女帝了？！,https://www.xzmncy.com/list/58017/28052606.html
第五十八章 考核即将结束，李月瑶81分一骑绝尘！,https://www.xzmncy.com/list/58017/28052613.html
第五十九章 两大天才破纪录，领导却只关注花瓶校花？,https://www.xzmncy.com/list/58017/28052620.html
第六十章 顾月曦只杀了两只妖兽？没错，两只二品中期！,https://www.xzmncy.com/list/58017/28052626.html
第六十一章 什么情况？为什么这些阵法师这么怕她？,https://www.xzmncy.com/list/58017/28052632.html
第六十二章 不好意思，蕴神晶已经被我们吸收了！,https://www.xzmncy.com/list/58017/28052638.html
第六十三章 什么年代了还隐藏实力？蚊爷我就是要人前显圣！,https://www.xzmncy.com/list/58017/28052645.html
第六十四章 逆天蚊子，震惊全场领导！,https://www.xzmncy.com/list/58017/28052650.html
第六十五章 各方大佬和领导疯狂送礼！展示潜力的意义！,https://www.xzmncy.com/list/58017/28052657.html
第六十六章 第四次进化，开启！！,https://www.xzmncy.com/list/58017/28052662.html
第六十七章 明日启程都南市！,https://www.xzmncy.com/list/58017/28052668.html
第六十八章 进化完成！两个新技能！所有老技能全部升级！！,https://www.xzmncy.com/list/58017/28052672.html
第六十九章 进化点的另外三种获得途径！,https://www.xzmncy.com/list/58017/28052678.html
第七十章 王丽两人到达学校，遇上王会长了？,https://www.xzmncy.com/list/58017/28052684.html
第七十一章 你是什么东西敢说顾小姐？一巴掌扇飞！,https://www.xzmncy.com/list/58017/28052692.html
第七十二章 抵达都南，这里的地标建筑会变成防御塔攻击外地人？,https://www.xzmncy.com/list/58017/28052697.html
第七十三章 潜龙班！全省八大顶级天骄的议论！,https://www.xzmncy.com/list/58017/28052704.html
第七十四章 天骄们的震惊，你管这叫白纹伊蚊？！,https://www.xzmncy.com/list/58017/28052711.html
第七十五章 吸灵草获得进化点，没有饱腹感？可以一直吸？,https://www.xzmncy.com/list/58017/28052720.html
第七十六章 两个高级血脉，一个王级血脉？血包扎堆！,https://www.xzmncy.com/list/58017/28052723.html
第七十七章 吸干所有灵草，进化点暴增，女帝破防了！,https://www.xzmncy.com/list/58017/28052729.html
第七十八章 王级血脉的幼崽就是猛！一口吸八十气血！,https://www.xzmncy.com/list/58017/28052735.html
第七十九章 噬魂冥炎隐藏能力！能净化诅咒和妖兽血脉？,https://www.xzmncy.com/list/58017/28052742.html
第八十章 顶级天骄直接跪了，求蚊爷给他的契约兽也吸一口！,https://www.xzmncy.com/list/58017/28052747.html
第八十一章 三位顶级天骄的震撼，牛逼的不是她，是这只蚊子！,https://www.xzmncy.com/list/58017/28052751.html
第八十二章 萧然的感谢，一百株三品灵草！,https://www.xzmncy.com/list/58017/28052757.html
第八十三章 成年王级血脉妖兽全套精血？都南一中还有这种好东西？,https://www.xzmncy.com/list/58017/28052763.html
第八十四章 一千万积分才能兑换？三天时间有机会吗？,https://www.xzmncy.com/list/58017/28052769.html
第八十五章 都南市爆发虫灾？灵药产业遭遇危机？,https://www.xzmncy.com/list/58017/28052775.html
第八十六章 二品妖兽级别的害虫？能升级小弟了啊！,https://www.xzmncy.com/list/58017/28052780.html
第八十七章 现在合作我们只要一份精血，之后就不是这个价了,https://www.xzmncy.com/list/58017/28052785.html
第八十八章 噬灵虫群的可怕，蜂巢意志！,https://www.xzmncy.com/list/58017/28052789.html
第八十九章 想让蚊爷出手了？需要三份王级精血！,https://www.xzmncy.com/list/58017/28052794.html
第九十章 京城大师们的震撼，这蚊子逆天啊！,https://www.xzmncy.com/list/58017/28052799.html
第九十一章 吸一口五百气血！不愧是成年王级精血！,https://www.xzmncy.com/list/58017/28052804.html
第九十二章 蚊子的神操作，瞬间灭百万只噬灵虫！众人傻眼！,https://www.xzmncy.com/list/58017/28052809.html
第九十三章 收获颇丰！八千只二品中期的小弟！,https://www.xzmncy.com/list/58017/28052812.html
第九十四章 有病吧？联考第一的奖励我们本来就要拿的啊！,https://www.xzmncy.com/list/58017/28052817.html
第九十五章 闭关吸血，三天之后必入三品！,https://www.xzmncy.com/list/58017/28052821.html
第九十六章 女帝感到危机，这蚊子不会要噬主吧？,https://www.xzmncy.com/list/58017/28052826.html
第九十七章 气血突破三品！被燧明省总督找上门？,https://www.xzmncy.com/list/58017/28052832.html
第九十八章 省府求帮忙？我们需要港岛通行证！,https://www.xzmncy.com/list/58017/28052837.html
第九十九章 进入秘境，先把幽冥视界范围升到一万米！,https://www.xzmncy.com/list/58017/28052842.html
第一百章 先收个一万只二品巅峰小弟！！,https://www.xzmncy.com/list/58017/28052847.html
第一百零一章 联考开幕，总督亲自送到现场，还说不是关系户？！,https://www.xzmncy.com/list/58017/28052852.html
第一百零二章 海选赛？一群臭鱼烂虾，不配蚊爷出手，女帝你来！,https://www.xzmncy.com/list/58017/28052856.html
第一百零三章 联考开始！匹配第一轮就有顾月曦！,https://www.xzmncy.com/list/58017/28052861.html
第一百零四章 顾月曦要上场了？还要和二品初期武者打？,https://www.xzmncy.com/list/58017/28052868.html
第一百零五章 刀意雏形小成者，都南三中的王牌？（第一更）,https://www.xzmncy.com/list/58017/28052872.html
第一百零六章 出手就是地阶上品武学！女帝一指惊人！（第二更）,https://www.xzmncy.com/list/58017/28052876.html
第一百零七章 意境雏形很牛逼？女帝一指击出三大圆满意境！秒了！（三）,https://www.xzmncy.com/list/58017/28052881.html
第一百零八章 这哪是关系户啊？这是绝世妖孽啊！（第四更）,https://www.xzmncy.com/list/58017/28052885.html
第一百零九章 女帝秋后算账，所有造谣、谩骂过我的人，全部判刑！,https://www.xzmncy.com/list/58017/28052890.html
第一百一十章 现在该追责主谋了，王丽和王涛，不可饶恕！,https://www.xzmncy.com/list/58017/28052895.html
第一百一十一章 王涛和王丽的崩溃！蚊爷第五次进化结束！,https://www.xzmncy.com/list/58017/28052900.html
第一百一十二章 第五次进化！万虫替身，不死不灭！原始形态，究极老六！,https://www.xzmncy.com/list/58017/28052905.html
第一百一十三章 虫巢新功能——可直接进化小弟！（第二更）,https://www.xzmncy.com/list/58017/28052909.html
第一百一十四章 女帝气血和精神力双双突破！（第三更）,https://www.xzmncy.com/list/58017/28052913.html
第一百一十五章 隔壁天才的不以为意，二品中期？不构成威胁（第四更）,https://www.xzmncy.com/list/58017/28052918.html
第一百一十六章 灵武无间虚拟形象？捏个粉色大蘑菇！,https://www.xzmncy.com/list/58017/28052923.html
第一百一十七章 魂爆炎羽的蘑菇幻化特效！喷出白色袍子！,https://www.xzmncy.com/list/58017/28052928.html
第一百一十八章 连胜十八场后，匹配到一根大蘑菇？,https://www.xzmncy.com/list/58017/28052933.html
第一百一十九章 四品初期武者长枪一刺！居然破不了它的防？！,https://www.xzmncy.com/list/58017/28052938.html
第一百二十章 为什么它能召唤出上万只同类啊！（一更）,https://www.xzmncy.com/list/58017/28052943.html
第一百二十一章 破防的京大天骄，气的想要线下真实楚生！（二更）,https://www.xzmncy.com/list/58017/28052947.html
第一百二十二章 邪恶大蘑菇BOSS？官方整出来的外挂？！（三更）,https://www.xzmncy.com/list/58017/28052953.html
第一百二十三章 三品后期虐杀四品服务区！连胜四十场！天才们吓傻了！,https://www.xzmncy.com/list/58017/28052959.html
第一百二十四章 三省会考开始！（五更！）,https://www.xzmncy.com/list/58017/28052963.html
第一百二十五章 萧然的惊疑，难不成邪恶大蘑菇是那只蚊子？,https://www.xzmncy.com/list/58017/28052968.html
第一百二十六章 三省会考没有悬念了？顾月曦只能第三？,https://www.xzmncy.com/list/58017/28052974.html
第一百二十七章 蚊爷！才是最终BOSS！,https://www.xzmncy.com/list/58017/28052980.html
第一百二十八章 毫无悬念的最终对决？你们知道那蚊子有多牛逼吗？,https://www.xzmncy.com/list/58017/28052984.html
第一百二十九章 搞笑来的？召唤出一只蚊子？,https://www.xzmncy.com/list/58017/28052988.html
第一百三十章 蚊爷发力，一招秒了，你说你装什么逼呢？,https://www.xzmncy.com/list/58017/28052993.html
第一百三十一章 蚊爷赢下状元！异变突生？突如其来的迷雾！,https://www.xzmncy.com/list/58017/28052998.html
第一百三十二章 一人一蚊的困惑，我们到底得罪了什么大人物？,https://www.xzmncy.com/list/58017/28053003.html
第一百三十三章 面对四品中期的妖兽，顾月曦和那只蚊子必死了？呵呵！,https://www.xzmncy.com/list/58017/28053008.html
第一百三十四章 虫族天灾！开启！！,https://www.xzmncy.com/list/58017/28053010.html
第一百三十五章 三品巅峰蚊子VS四品中期金鳞独角猿！,https://www.xzmncy.com/list/58017/28053018.html
第一百三十六章 底牌尽出！以命搏命战术！血战四品中期妖兽！,https://www.xzmncy.com/list/58017/28053022.html
第一百三十七章 全场震撼，蚊爷一战惊天地！（四更）,https://www.xzmncy.com/list/58017/28053028.html
第一百三十八章 真以为能捡漏蚊爷？受伤也能给你一招秒了！,https://www.xzmncy.com/list/58017/28053033.html
第一百三十九章 逼问杀手，到底是谁想杀我们？,https://www.xzmncy.com/list/58017/28053039.html
第一百四十章 女帝还有奶妈功能？,https://www.xzmncy.com/list/58017/28053042.html
第一百四十一章 状元奖励王级血脉幼崽？直接杀了喂蚊子！,https://www.xzmncy.com/list/58017/28053047.html
第一百四十二章 进省府宝库，楚生直接开吸！,https://www.xzmncy.com/list/58017/28053052.html
第一百四十三章 祁总督的崩溃，小丫头片子心眼子怎么这么多啊！！,https://www.xzmncy.com/list/58017/28053059.html
第一百四十三章 气血熔炉！蚊爷迈入一转之境！,https://www.xzmncy.com/list/58017/28053063.html
第一百四十四章 气血境界再破！破七千！熔炉境二转！,https://www.xzmncy.com/list/58017/28053069.html
第一百四十五章 混入京爷的港岛研学队伍，引起京爷的不满了？,https://www.xzmncy.com/list/58017/28053075.html
第一百四十六章 京爷们的震惊，那个邪恶大蘑菇是真实存在的？,https://www.xzmncy.com/list/58017/28053079.html
第一百四十七章 港岛第一站！港岛大学！,https://www.xzmncy.com/list/58017/28053085.html
第一百四十八章 一群烦人的苍蝇，逼女帝出手了！,https://www.xzmncy.com/list/58017/28053091.html
第一百四十八章 比精神力？女帝一招秒了！,https://www.xzmncy.com/list/58017/28053095.html
第一百四十九章 遍地都是实质化精神力！蚊爷忍不了了！,https://www.xzmncy.com/list/58017/28053100.html
第一百四十九章 蚊爷直接跑路！自己玩儿去了！,https://www.xzmncy.com/list/58017/28053105.html
第一百五十章 改造一个小弟！也是开上机甲了家人们！,https://www.xzmncy.com/list/58017/28053110.html
第一百五十一章 港大御兽学院散养契约兽？我勒个满地血包啊啊啊！,https://www.xzmncy.com/list/58017/28053115.html
第一百五十二章 心海琉璃塔！精神力天赋的具现化！,https://www.xzmncy.com/list/58017/28053119.html
第一百五十三章 四道同修的顶级七品天骄？女帝都懒得看！,https://www.xzmncy.com/list/58017/28053123.html
第一百五十四章 妖兽们的渴望，楚生被盯上了？,https://www.xzmncy.com/list/58017/28053128.html
第一百五十五章 炎皇亲临，塔里还有高手？,https://www.xzmncy.com/list/58017/28053132.html
第一百五十六章 被众契约兽当成大哥了？？,https://www.xzmncy.com/list/58017/28053136.html
第一百五十七章 京爷们的惶恐，我们得罪了未来女帝？,https://www.xzmncy.com/list/58017/28053140.html
第161章 展露帝境天赋，港岛十大家族来贺,https://www.xzmncy.com/list/58017/28053144.html
第162章 顾月曦誓要碾压楚生，苦修开始！,https://www.xzmncy.com/list/58017/28053148.html
第163章 熔炉三转，准备下一次全面进化！,https://www.xzmncy.com/list/58017/28053152.html
第164章 精神力暴涨，女帝快还是我快？,https://www.xzmncy.com/list/58017/28053155.html
第165章 契约兽记录挑战赛？楚生准备包圆了,https://www.xzmncy.com/list/58017/28053160.html
第166章 慕家最大灵植庄园？你蚊爷来了！,https://www.xzmncy.com/list/58017/28053163.html
第167章 潜入慕家庄园，进化点暴涨,https://www.xzmncy.com/list/58017/28053167.html
第168章 领悟雷火意境，慕临渊天塌了！,https://www.xzmncy.com/list/58017/28053171.html
第169章 无限幻兽？看我吸不吸你就完事了,https://www.xzmncy.com/list/58017/28053175.html
第170章 大丰收，八品灵植到手！,https://www.xzmncy.com/list/58017/28053179.html
第171章 吸取八品灵植，本命空间开启！,https://www.xzmncy.com/list/58017/28053183.html
第172章 入四品！两次小进化！一次大进化！开始！,https://www.xzmncy.com/list/58017/28053186.html
第173章 第六次进化，新技能诞生,https://www.xzmncy.com/list/58017/28053190.html
第174章 天炎之火的威力,https://www.xzmncy.com/list/58017/28053194.html
第175章 蟑螂会写字？新螂战宝有粉丝了！,https://www.xzmncy.com/list/58017/28053198.html
第176章 新招式，魂爆炎羽PLUS版！,https://www.xzmncy.com/list/58017/28053201.html
第177章 全项第一！超级神螂，御兽学院要起飞了？,https://www.xzmncy.com/list/58017/28053205.html
第178章 御兽学院要给楚生选主人？有新校花了？,https://www.xzmncy.com/list/58017/28053209.html
第179章 驯服千羽雪鹰，开启小闭关！,https://www.xzmncy.com/list/58017/28053213.html
第180章 御兽学院第一高手归来，自信自己放养的契约兽忠心耿耿？,https://www.xzmncy.com/list/58017/28053217.html
第181章 千羽雪鹰也不听话了？苏璃人麻了！,https://www.xzmncy.com/list/58017/28053221.html
第182章 它……是帝级血脉？！,https://www.xzmncy.com/list/58017/28053225.html
第183章 新技能，免疫精神攻击！,https://www.xzmncy.com/list/58017/28053229.html
第184章 女帝怒了！你一个蚊子选什么妃？！,https://www.xzmncy.com/list/58017/28053233.html
第185章 女帝要加入港大，众院长都疯了！,https://www.xzmncy.com/list/58017/28053237.html
第186章 慕辰：打不过蘑菇，我还打不过你一只蟑螂了？！,https://www.xzmncy.com/list/58017/28053241.html
第187章 倒霉的慕辰，京大天才又寄了！,https://www.xzmncy.com/list/58017/28053245.html
第188章 我去！匹配到顾月曦了？要和女帝正面打一架了？,https://www.xzmncy.com/list/58017/28053248.html
第189章 重生的女帝和转生的蚊子，究竟哪个更屌？,https://www.xzmncy.com/list/58017/28053251.html
第190章 实力暴涨的女帝！楚生还能挡住吗？,https://www.xzmncy.com/list/58017/28053254.html
第191章 胜负已分，楚生输了？,https://www.xzmncy.com/list/58017/28053257.html
第192章 可惜了，蚊爷有挂！,https://www.xzmncy.com/list/58017/28053261.html
第193章 千羽雪鹰的求助，苏璃有麻烦？,https://www.xzmncy.com/list/58017/28053264.html
第194章 御兽学院是本蟑螂罩着的！,https://www.xzmncy.com/list/58017/28053267.html
第195章 岛国留学生要和苏璃单挑？楚生：加注！,https://www.xzmncy.com/list/58017/28053270.html
第196章 自带意境的刀？拿来吧你！！,https://www.xzmncy.com/list/58017/28053273.html
第197章 融合意境？本蚊也会！,https://www.xzmncy.com/list/58017/28053276.html
第198章 边吸边被电，楚生爽歪了！雷之意境圆满！,https://www.xzmncy.com/list/58017/28053279.html
第199章 再次小进化，雷系新神技出现！,https://www.xzmncy.com/list/58017/28053282.html
第200章 选妃开始，被迫成为渣蚊,https://www.xzmncy.com/list/58017/28053285.html
第201章 御兽学院陷入绝境，要被踢出港大？,https://www.xzmncy.com/list/58017/28053288.html
第202章 学院大比开启，顾月曦降临,https://www.xzmncy.com/list/58017/28053291.html
第203章 楚生有新御主？女帝吃醋了！,https://www.xzmncy.com/list/58017/28053294.html
第204章 蟑螂是队长，御兽学院脑子被门挤了？,https://www.xzmncy.com/list/58017/28053297.html
第205章 战术布置，一只蟑螂能有什么战术？,https://www.xzmncy.com/list/58017/28053300.html
第206章 进入秘境，有挂就是爽,https://www.xzmncy.com/list/58017/28053303.html
第207章 重启虫族大军计划，闷声发大财,https://www.xzmncy.com/list/58017/28053306.html
第208章 操控虫族能力被发现，身份要暴露了？,https://www.xzmncy.com/list/58017/28053309.html
第209章 和女帝solo？依旧一招秒了。,https://www.xzmncy.com/list/58017/28053312.html
第210章 新螂战宝2号出现，分身也有机甲穿,https://www.xzmncy.com/list/58017/28053315.html
第211章 大逃杀开始，御兽学院全军覆灭！,https://www.xzmncy.com/list/58017/28053320.html
第212章 顾月曦杀疯了，御兽学院要躺赢？,https://www.xzmncy.com/list/58017/28053323.html
第213章 比分碾压，御兽学院只能靠苟躺赢？,https://www.xzmncy.com/list/58017/28053326.html
第214章 女帝再次pk楚生！正面对决！,https://www.xzmncy.com/list/58017/28053328.html
第215章 最后的悬念，楚生斩获了多少积分？,https://www.xzmncy.com/list/58017/28053332.html
第216章 零分也能拿第一？女帝彻底傻了,https://www.xzmncy.com/list/58017/28053334.html
第217章 这次真服了，御兽学院真捡到宝了,https://www.xzmncy.com/list/58017/28053337.html
第218章 异变突生，只能靠女帝和神螂了？,https://www.xzmncy.com/list/58017/28053341.html
第219章 真兽潮来袭，菲国的阴谋！,https://www.xzmncy.com/list/58017/28053344.html
第220章 蚊爷身份暴露！！十大家族要缉拿楚生和顾月曦！！,https://www.xzmncy.com/list/58017/28053347.html
第221章 兽潮将至，混乱的人心！,https://www.xzmncy.com/list/58017/28053350.html
第222章 顾月曦顶不住了！楚生救场！,https://www.xzmncy.com/list/58017/28053353.html
第223章 六品兽群pk楚生虫族大军！,https://www.xzmncy.com/list/58017/28053356.html
第224章 召唤虫群！正面对质港大几大院长！,https://www.xzmncy.com/list/58017/28053359.html
第225章 港岛十二皇之首，港岛城主降临！,https://www.xzmncy.com/list/58017/28053362.html
第226章 城主亲至，九大家族齐至，是来问罪的？,https://www.xzmncy.com/list/58017/28053365.html
第227章 炎皇的地位都不如一只蚊子？,https://www.xzmncy.com/list/58017/28053368.html
第228章 虫兽合体，科研狂魔楚生又开始了,https://www.xzmncy.com/list/58017/28053371.html
第229章 超级虫兽组合体，百变形态启动！,https://www.xzmncy.com/list/58017/28053374.html
第230章 杀机涌现，未来女帝被彻底盯上了,https://www.xzmncy.com/list/58017/28053377.html
第231章 一人一蚊双双晋级，新被动技能来了,https://www.xzmncy.com/list/58017/28053380.html
第232章 宝库天敌，楚生他来了！,https://www.xzmncy.com/list/58017/28053383.html
第233章 大夏队伍集结，慕临渊觉得自己又行了？,https://www.xzmncy.com/list/58017/28053386.html
第234章 皇级气场？女帝直接无视,https://www.xzmncy.com/list/58017/28053389.html
第235章 三国大比开始，要玩就玩大的！,https://www.xzmncy.com/list/58017/28053391.html
第236章 进入沉星古脉，楚生又又开挂了？,https://www.xzmncy.com/list/58017/28053394.html
第237章 星源晶核，居然是土灵珠？,https://www.xzmncy.com/list/58017/28053397.html
第238章 意境之力自助餐厅，准备开炫,https://www.xzmncy.com/list/58017/28053400.html
第235章 完蛋！居然还有女帝过不去的幻阵？,https://www.xzmncy.com/list/58017/28053403.html
第236章 女帝战甲，前世的顾月曦回来了！,https://www.xzmncy.com/list/58017/28053406.html
第239章 第一个淘汰者出现了，大夏形势堪忧,https://www.xzmncy.com/list/58017/28053409.html
第240章 自适应战甲？谁说蚊子不能穿战甲了？,https://www.xzmncy.com/list/58017/28053412.html
第239章 寂灭战甲，女帝战甲加强版？,https://www.xzmncy.com/list/58017/28053416.html
第241章 慕临渊彻底疯狂，女帝战甲也顶不住了！,https://www.xzmncy.com/list/58017/28053419.html
第242章 退后，蚊爷要开始装逼了！,https://www.xzmncy.com/list/58017/28053422.html
第243章 秘境入口关闭，顾月曦死在里面了？,https://www.xzmncy.com/list/58017/28053424.html
第247章 一人碾压二十人，大夏赢了？,https://www.xzmncy.com/list/58017/28053427.html
第248章 大夏输了？问过本蚊爷了吗！,https://www.xzmncy.com/list/58017/28053430.html
第249章 杀无赦，沉星岛归大夏了！,https://www.xzmncy.com/list/58017/28053433.html
第250章 刺客之道，幽灵刺客现身！,https://www.xzmncy.com/list/58017/28053436.html
第251章 顾月曦要和楚生，解除契约？！,https://www.xzmncy.com/list/58017/28053439.html
第252章 跟蚊爷比瞬移？那你不完犊子了嘛,https://www.xzmncy.com/list/58017/28053442.html
第253章  地狱门禁制，真凶浮现,https://www.xzmncy.com/list/58017/28053445.html
第254章 一百多颗星源晶核，意境之力涨爆了！,https://www.xzmncy.com/list/58017/28053447.html
第255章 晶核吸收完毕，第七次进化一步之遥！,https://www.xzmncy.com/list/58017/28053450.html
第256章 慕家投敌？白鹰帝国的条件！,https://www.xzmncy.com/list/58017/28053453.html
第257章 女帝的傲娇，顾月曦也会分身术？,https://www.xzmncy.com/list/58017/28053456.html
第258章 慕家的计划，一个都别想走！,https://www.xzmncy.com/list/58017/28053458.html
第259章 三万噬灵虫兽vs一百慕家子弟vs？虐杀！,https://www.xzmncy.com/list/58017/28053462.html
第260章 五档开启，御兽女帝是金牌辅助？,https://www.xzmncy.com/list/58017/28053464.html
第261章 九大家族听令，慕雄陷入绝境,https://www.xzmncy.com/list/58017/28053466.html
第262章 慕家彻底灭亡，是时候回去了,https://www.xzmncy.com/list/58017/28053470.html
第263章 猛吸慕家资源，第七次全面进化开启！,https://www.xzmncy.com/list/58017/28053473.html
第264章 噬神刺，哪怕是神也吸给你看！,https://www.xzmncy.com/list/58017/28053476.html
第265章 全城封禁，都南市发生危机？,https://www.xzmncy.com/list/58017/28053479.html
第266章 诡异的启灵丹，异族初现,https://www.xzmncy.com/list/58017/28053482.html
第267章 全城搜捕，虫兽大军也异变了？,https://www.xzmncy.com/list/58017/28053485.html
第268章 异族好啊，异族大补！,https://www.xzmncy.com/list/58017/28053488.html
